item_code,quantity,number_of_orders_that_use_that_quantity,demand_probability
15020010001,53,7,0.03139013452914798
15020010001,67,7,0.03139013452914798
15020010001,72,6,0.026905829596412557
15020010001,78,5,0.02242152466367713
15020010001,90,1,0.004484304932735426
15020010001,96,8,0.03587443946188341
15020010001,114,1,0.004484304932735426
15020010001,120,5,0.02242152466367713
15020010001,144,3,0.013452914798206279
15020010001,168,1,0.004484304932735426
15020010001,234,1,0.004484304932735426
15020046001,6,15,0.12396694214876033
15020046001,11,1,0.008264462809917356
15020046001,12,6,0.049586776859504134
15020046001,13,1,0.008264462809917356
15020046001,18,4,0.03305785123966942
15020046001,23,1,0.008264462809917356
15020046001,24,46,0.38016528925619836
15020046001,30,1,0.008264462809917356
15020046001,36,1,0.008264462809917356
15020046001,42,2,0.01652892561983471
15020046001,48,26,0.21487603305785125
15020046001,66,1,0.008264462809917356
15020046001,72,9,0.0743801652892562
15020046001,78,1,0.008264462809917356
15020046001,96,6,0.049586776859504134
15020047001,6,87,0.13700787401574804
15020047001,12,31,0.048818897637795275
15020047001,18,13,0.02047244094488189
15020047001,24,255,0.4015748031496063
15020047001,30,3,0.004724409448818898
15020047001,48,130,0.2047244094488189
15020047001,54,7,0.011023622047244094
15020047001,60,5,0.007874015748031496
15020047001,72,43,0.06771653543307087
15020047001,84,7,0.011023622047244094
15020047001,96,36,0.05669291338582677
15020047001,120,13,0.02047244094488189
15020047001,126,1,0.0015748031496062992
15020047001,144,3,0.004724409448818898
15020047001,192,1,0.0015748031496062992
15020050001,6,36,0.14634146341463414
15020050001,12,7,0.028455284552845527
15020050001,18,4,0.016260162601626018
15020050001,24,110,0.44715447154471544
15020050001,30,2,0.008130081300813009
15020050001,36,2,0.008130081300813009
15020050001,42,1,0.0040650406504065045
15020050001,48,38,0.15447154471544716
15020050001,66,1,0.0040650406504065045
15020050001,72,15,0.06097560975609756
15020050001,96,10,0.04065040650406504
15020050001,108,1,0.0040650406504065045
15020050001,120,12,0.04878048780487805
15020050001,144,7,0.028455284552845527
15020904001,1,1,0.041666666666666664
15020904001,2,7,0.2916666666666667
15020904001,3,1,0.041666666666666664
15020904001,4,2,0.08333333333333333
15020904001,5,1,0.041666666666666664
15020904001,6,3,0.125
15020904001,7,2,0.08333333333333333
15020904001,8,2,0.08333333333333333
15020904001,10,1,0.041666666666666664
15020904001,12,4,0.16666666666666666
15020911001,1,1,0.16666666666666666
15020911001,2,1,0.16666666666666666
15020911001,3,1,0.16666666666666666
15020911001,5,3,0.5
15020913001,1,3,0.23076923076923078
15020913001,2,3,0.23076923076923078
15020913001,3,1,0.07692307692307693
15020913001,4,3,0.23076923076923078
15020913001,5,1,0.07692307692307693
15020913001,6,2,0.15384615384615385
15020920001,6,12,0.1111111111111111
15020920001,12,4,0.037037037037037035
15020920001,18,2,0.018518518518518517
15020920001,24,47,0.4351851851851852
15020920001,48,17,0.1574074074074074
15020920001,72,12,0.1111111111111111
15020920001,96,8,0.07407407407407407
15020920001,120,6,0.05555555555555555
15020922001,1,1,0.015625
15020922001,6,17,0.265625
15020922001,10,1,0.015625
15020922001,12,6,0.09375
15020922001,13,1,0.015625
15020922001,14,1,0.015625
15020922001,18,4,0.0625
15020922001,24,23,0.359375
15020922001,30,2,0.03125
15020922001,48,5,0.078125
15020922001,60,2,0.03125
15020922001,72,1,0.015625
15020925001,6,7,0.5384615384615384
15020925001,12,3,0.23076923076923078
15020925001,18,1,0.07692307692307693
15020925001,24,2,0.15384615384615385
15021001001,6,74,0.2624113475177305
15021001001,12,23,0.08156028368794327
15021001001,18,8,0.028368794326241134
15021001001,24,110,0.3900709219858156
15021001001,30,5,0.01773049645390071
15021001001,36,5,0.01773049645390071
15021001001,42,3,0.010638297872340425
15021001001,48,27,0.09574468085106383
15021001001,60,1,0.0035460992907801418
15021001001,66,1,0.0035460992907801418
15021001001,72,15,0.05319148936170213
15021001001,96,8,0.028368794326241134
15021001001,108,1,0.0035460992907801418
15021001001,168,1,0.0035460992907801418
15021003001,6,24,0.3076923076923077
15021003001,12,8,0.10256410256410256
15021003001,18,5,0.0641025641025641
15021003001,24,23,0.2948717948717949
15021003001,30,1,0.01282051282051282
15021003001,36,2,0.02564102564102564
15021003001,42,1,0.01282051282051282
15021003001,48,12,0.15384615384615385
15021003001,66,1,0.01282051282051282
15021003001,72,1,0.01282051282051282
15021005001,6,26,0.65
15021005001,12,6,0.15
15021005001,18,2,0.05
15021005001,24,6,0.15
15021035001,6,27,0.2523364485981308
15021035001,12,11,0.102803738317757
15021035001,18,3,0.028037383177570093
15021035001,24,49,0.45794392523364486
15021035001,30,1,0.009345794392523364
15021035001,42,2,0.018691588785046728
15021035001,48,6,0.056074766355140186
15021035001,72,5,0.04672897196261682
15021035001,96,1,0.009345794392523364
15021035001,144,2,0.018691588785046728
15021042001,1,3,0.12
15021042001,23,3,0.12
15021042001,24,17,0.68
15021042001,48,2,0.08
15021047001,6,11,0.3548387096774194
15021047001,12,5,0.16129032258064516
15021047001,18,1,0.03225806451612903
15021047001,24,11,0.3548387096774194
15021047001,36,2,0.06451612903225806
15021047001,48,1,0.03225806451612903
15021057001,6,6,0.2608695652173913
15021057001,12,4,0.17391304347826086
15021057001,18,2,0.08695652173913043
15021057001,24,10,0.43478260869565216
15021057001,36,1,0.043478260869565216
15021059001,6,13,0.5416666666666666
15021059001,12,3,0.125
15021059001,18,1,0.041666666666666664
15021059001,24,7,0.2916666666666667
15021060001,6,19,0.4523809523809524
15021060001,12,9,0.21428571428571427
15021060001,18,1,0.023809523809523808
15021060001,24,11,0.2619047619047619
15021060001,48,2,0.047619047619047616
15022004001,6,52,0.23636363636363636
15022004001,12,15,0.06818181818181818
15022004001,18,3,0.013636363636363636
15022004001,24,97,0.4409090909090909
15022004001,30,2,0.00909090909090909
15022004001,36,9,0.04090909090909091
15022004001,48,17,0.07727272727272727
15022004001,60,3,0.013636363636363636
15022004001,66,1,0.004545454545454545
15022004001,72,4,0.01818181818181818
15022004001,84,1,0.004545454545454545
15022004001,96,5,0.022727272727272728
15022004001,120,9,0.04090909090909091
15022004001,174,1,0.004545454545454545
15022004001,186,1,0.004545454545454545
15022005001,6,16,0.1702127659574468
15022005001,12,9,0.09574468085106383
15022005001,18,3,0.031914893617021274
15022005001,24,35,0.3723404255319149
15022005001,30,1,0.010638297872340425
15022005001,36,1,0.010638297872340425
15022005001,48,16,0.1702127659574468
15022005001,72,2,0.02127659574468085
15022005001,96,4,0.0425531914893617
15022005001,168,7,0.07446808510638298
15022009001,6,27,0.627906976744186
15022009001,12,7,0.16279069767441862
15022009001,18,2,0.046511627906976744
15022009001,24,7,0.16279069767441862
15022013001,6,32,0.463768115942029
15022013001,12,6,0.08695652173913043
15022013001,18,4,0.057971014492753624
15022013001,24,22,0.3188405797101449
15022013001,36,1,0.014492753623188406
15022013001,48,2,0.028985507246376812
15022013001,54,1,0.014492753623188406
15022013001,66,1,0.014492753623188406
15022014001,24,1,1.0
15022015001,6,22,0.5365853658536586
15022015001,12,6,0.14634146341463414
15022015001,18,2,0.04878048780487805
15022015001,24,10,0.24390243902439024
15022015001,48,1,0.024390243902439025
15022017001,6,32,0.3764705882352941
15022017001,12,8,0.09411764705882353
15022017001,18,4,0.047058823529411764
15022017001,24,29,0.3411764705882353
15022017001,30,1,0.011764705882352941
15022017001,48,5,0.058823529411764705
15022017001,54,1,0.011764705882352941
15022017001,60,1,0.011764705882352941
15022017001,66,1,0.011764705882352941
15022017001,84,1,0.011764705882352941
15022017001,96,1,0.011764705882352941
15022017001,120,1,0.011764705882352941
15022019001,6,5,0.8333333333333334
15022019001,12,1,0.16666666666666666
15022020001,12,1,0.5
15022020001,18,1,0.5
15022021001,6,12,0.5714285714285714
15022021001,12,5,0.23809523809523808
15022021001,18,1,0.047619047619047616
15022021001,24,1,0.047619047619047616
15022021001,48,2,0.09523809523809523
15022022001,6,4,0.5714285714285714
15022022001,12,3,0.42857142857142855
15022026001,6,56,0.26666666666666666
15022026001,12,11,0.05238095238095238
15022026001,18,7,0.03333333333333333
15022026001,24,70,0.3333333333333333
15022026001,30,1,0.004761904761904762
15022026001,48,24,0.11428571428571428
15022026001,54,3,0.014285714285714285
15022026001,60,1,0.004761904761904762
15022026001,72,5,0.023809523809523808
15022026001,78,1,0.004761904761904762
15022026001,138,15,0.07142857142857142
15022026001,144,1,0.004761904761904762
15022026001,222,15,0.07142857142857142
15023001001,24,4,0.5
15023001001,48,4,0.5
15023003001,1,1,0.016666666666666666
15023003001,5,1,0.016666666666666666
15023003001,6,18,0.3
15023003001,12,12,0.2
15023003001,18,3,0.05
15023003001,24,20,0.3333333333333333
15023003001,36,1,0.016666666666666666
15023003001,48,4,0.06666666666666667
15023004001,6,5,0.12195121951219512
15023004001,12,2,0.04878048780487805
15023004001,18,1,0.024390243902439025
15023004001,24,22,0.5365853658536586
15023004001,48,10,0.24390243902439024
15023004001,72,1,0.024390243902439025
15023005001,6,13,0.20967741935483872
15023005001,12,4,0.06451612903225806
15023005001,18,1,0.016129032258064516
15023005001,24,36,0.5806451612903226
15023005001,42,1,0.016129032258064516
15023005001,48,4,0.06451612903225806
15023005001,72,1,0.016129032258064516
15023005001,114,1,0.016129032258064516
15023005001,120,1,0.016129032258064516
15023008001,6,5,0.45454545454545453
15023008001,12,2,0.18181818181818182
15023008001,24,2,0.18181818181818182
15023008001,48,2,0.18181818181818182
15023010001,6,6,0.35294117647058826
15023010001,18,1,0.058823529411764705
15023010001,24,8,0.47058823529411764
15023010001,30,1,0.058823529411764705
15023010001,66,1,0.058823529411764705
15023011001,6,42,0.5316455696202531
15023011001,12,8,0.10126582278481013
15023011001,18,2,0.02531645569620253
15023011001,24,17,0.21518987341772153
15023011001,30,1,0.012658227848101266
15023011001,36,1,0.012658227848101266
15023011001,48,4,0.05063291139240506
15023011001,72,4,0.05063291139240506
15023012001,1,2,0.008333333333333333
15023012001,5,1,0.004166666666666667
15023012001,6,119,0.49583333333333335
15023012001,7,2,0.008333333333333333
15023012001,12,22,0.09166666666666666
15023012001,17,2,0.008333333333333333
15023012001,18,4,0.016666666666666666
15023012001,23,4,0.016666666666666666
15023012001,24,65,0.2708333333333333
15023012001,30,3,0.0125
15023012001,36,1,0.004166666666666667
15023012001,48,9,0.0375
15023012001,49,4,0.016666666666666666
15023012001,72,1,0.004166666666666667
15023012001,96,1,0.004166666666666667
15023013001,6,41,0.5394736842105263
15023013001,12,12,0.15789473684210525
15023013001,18,1,0.013157894736842105
15023013001,24,17,0.2236842105263158
15023013001,48,2,0.02631578947368421
15023013001,72,3,0.039473684210526314
15023017001,6,15,0.24193548387096775
15023017001,12,2,0.03225806451612903
15023017001,18,5,0.08064516129032258
15023017001,24,22,0.3548387096774194
15023017001,30,2,0.03225806451612903
15023017001,48,6,0.0967741935483871
15023017001,72,2,0.03225806451612903
15023017001,90,1,0.016129032258064516
15023017001,96,5,0.08064516129032258
15023017001,120,2,0.03225806451612903
15023020001,6,29,0.2871287128712871
15023020001,12,10,0.09900990099009901
15023020001,18,5,0.04950495049504951
15023020001,24,47,0.46534653465346537
15023020001,30,2,0.019801980198019802
15023020001,48,4,0.039603960396039604
15023020001,60,3,0.0297029702970297
15023020001,96,1,0.009900990099009901
15023035001,24,45,0.5769230769230769
15023035001,48,22,0.28205128205128205
15023035001,72,5,0.0641025641025641
15023035001,96,6,0.07692307692307693
15023036001,24,1,1.0
15023038001,24,1,1.0
15024004001,6,29,0.27102803738317754
15024004001,12,17,0.1588785046728972
15024004001,18,6,0.056074766355140186
15024004001,24,39,0.3644859813084112
15024004001,30,2,0.018691588785046728
15024004001,36,1,0.009345794392523364
15024004001,48,7,0.06542056074766354
15024004001,54,1,0.009345794392523364
15024004001,72,5,0.04672897196261682
15024011001,24,14,0.7777777777777778
15024011001,48,3,0.16666666666666666
15024011001,72,1,0.05555555555555555
15024014001,6,20,0.39215686274509803
15024014001,12,9,0.17647058823529413
15024014001,18,1,0.0196078431372549
15024014001,24,18,0.35294117647058826
15024014001,48,3,0.058823529411764705
15081020001,1,4,0.5714285714285714
15081020001,2,2,0.2857142857142857
15081020001,5,1,0.14285714285714285
15302010001,1,1,1.0
30000004001,1,3,1.0
30000048001,1,14,0.8235294117647058
30000048001,2,3,0.17647058823529413
30000049001,1,2,0.4
30000049001,2,2,0.4
30000049001,4,1,0.2
30000056001,1,25,0.8064516129032258
30000056001,2,4,0.12903225806451613
30000056001,3,1,0.03225806451612903
30000056001,5,1,0.03225806451612903
30001002001,1,3,0.75
30001002001,2,1,0.25
30001040001,1,14,1.0
30001041001,1,2,0.6666666666666666
30001041001,2,1,0.3333333333333333
30001907001,1,35,0.813953488372093
30001907001,2,5,0.11627906976744186
30001907001,3,2,0.046511627906976744
30001907001,4,1,0.023255813953488372
30002001001,2,2,0.6666666666666666
30002001001,5,1,0.3333333333333333
30003001001,1,4,0.8
30003001001,2,1,0.2
30005001001,1,3,0.75
30005001001,2,1,0.25
30010002001,1,47,0.7833333333333333
30010002001,2,12,0.2
30010002001,3,1,0.016666666666666666
30010005001,3,1,1.0
30010006001,1,2,0.2
30010006001,2,2,0.2
30010006001,3,4,0.4
30010006001,5,1,0.1
30010006001,10,1,0.1
30011002001,1,48,0.8421052631578947
30011002001,2,7,0.12280701754385964
30011002001,3,2,0.03508771929824561
30013002001,1,5,0.7142857142857143
30013002001,2,1,0.14285714285714285
30013002001,4,1,0.14285714285714285
30013004001,2,1,1.0
30043012001,1,1,0.25
30043012001,2,2,0.5
30043012001,8,1,0.25
30045021001,5,1,0.5
30045021001,10,1,0.5
30045025001,1,1,0.5
30045025001,3,1,0.5
30045057001,1,2,0.25
30045057001,2,1,0.125
30045057001,3,2,0.25
30045057001,5,1,0.125
30045057001,10,2,0.25
30045057002,1,1,0.14285714285714285
30045057002,2,1,0.14285714285714285
30045057002,3,1,0.14285714285714285
30045057002,5,1,0.14285714285714285
30045057002,6,2,0.2857142857142857
30045057002,19,1,0.14285714285714285
30045058001,1,2,0.4
30045058001,2,1,0.2
30045058001,4,1,0.2
30045058001,8,1,0.2
30045058002,1,1,0.2
30045058002,3,1,0.2
30045058002,4,2,0.4
30045058002,7,1,0.2
30045076001,3,1,0.5
30045076001,6,1,0.5
30045077001,1,2,0.07692307692307693
30045077001,2,14,0.5384615384615384
30045077001,3,1,0.038461538461538464
30045077001,4,6,0.23076923076923078
30045077001,6,3,0.11538461538461539
30045077002,1,1,0.0625
30045077002,2,9,0.5625
30045077002,4,5,0.3125
30045077002,6,1,0.0625
30045078002,10,1,1.0
30045079001,4,1,1.0
30052112001,2,1,1.0
30052113001,2,29,0.6904761904761905
30052113001,3,1,0.023809523809523808
30052113001,4,7,0.16666666666666666
30052113001,5,1,0.023809523809523808
30052113001,6,4,0.09523809523809523
30052113002,2,7,0.7
30052113002,4,2,0.2
30052113002,6,1,0.1
30061026001,1,1,0.5
30061026001,2,1,0.5
30071041001,2,1,0.5
30071041001,3,1,0.5
30071043001,1,7,0.875
30071043001,2,1,0.125
30071044001,1,1,1.0
30071047001,1,1,1.0
30071051001,1,2,0.6666666666666666
30071051001,2,1,0.3333333333333333
30071053001,1,1,1.0
30072058001,1,3,1.0
30072062001,1,1,0.07142857142857142
30072062001,2,12,0.8571428571428571
30072062001,4,1,0.07142857142857142
30073007001,1,3,1.0
30073017001,1,3,0.75
30073017001,4,1,0.25
30073022001,1,1,1.0
30073068001,1,1,0.3333333333333333
30073068001,2,1,0.3333333333333333
30073068001,4,1,0.3333333333333333
30430005001,3,1,1.0
30435004001,1,2,0.6666666666666666
30435004001,2,1,0.3333333333333333
30450006001,1,3,0.375
30450006001,2,4,0.5
30450006001,4,1,0.125
30450010001,1,2,0.2
30450010001,2,2,0.2
30450010001,4,1,0.1
30450010001,6,1,0.1
30450010001,8,1,0.1
30450010001,10,1,0.1
30450010001,14,1,0.1
30450010001,20,1,0.1
30450011001,1,1,0.2
30450011001,4,1,0.2
30450011001,6,3,0.6
30450013001,2,4,0.8
30450013001,4,1,0.2
30450023001,1,17,0.5666666666666667
30450023001,2,3,0.1
30450023001,3,4,0.13333333333333333
30450023001,4,1,0.03333333333333333
30450023001,5,2,0.06666666666666667
30450023001,6,3,0.1
30450034001,1,2,0.6666666666666666
30450034001,4,1,0.3333333333333333
30450039001,1,2,1.0
30450043001,1,2,1.0
31042914001,1,2,1.0
31102061001,1,1,0.5
31102061001,2,1,0.5
31111007001,1,2,0.6666666666666666
31111007001,2,1,0.3333333333333333
31118021001,2,1,1.0
31118023001,1,3,0.6
31118023001,2,2,0.4
31170002001,3,1,1.0
31175002001,1,1,1.0
31182015001,1,1,1.0
31214010001,1,2,0.5
31214010001,2,2,0.5
31215012001,3,1,1.0
31225014001,1,2,0.5
31225014001,2,1,0.25
31225014001,6,1,0.25
31226017001,3,1,1.0
31227009001,1,2,1.0
31230005001,1,1,0.16666666666666666
31230005001,2,1,0.16666666666666666
31230005001,3,1,0.16666666666666666
31230005001,4,1,0.16666666666666666
31230005001,5,2,0.3333333333333333
31235015001,1,6,0.6666666666666666
31235015001,2,1,0.1111111111111111
31235015001,3,1,0.1111111111111111
31235015001,6,1,0.1111111111111111
31235016001,1,16,0.5517241379310345
31235016001,2,4,0.13793103448275862
31235016001,3,2,0.06896551724137931
31235016001,4,4,0.13793103448275862
31235016001,6,3,0.10344827586206896
31235904001,1,2,1.0
31235905001,1,4,1.0
31235906001,1,1,0.3333333333333333
31235906001,2,1,0.3333333333333333
31235906001,3,1,0.3333333333333333
31236026001,1,8,0.6153846153846154
31236026001,2,4,0.3076923076923077
31236026001,3,1,0.07692307692307693
31236027001,1,15,0.625
31236027001,2,4,0.16666666666666666
31236027001,4,1,0.041666666666666664
31236027001,6,4,0.16666666666666666
31236033001,1,4,0.8
31236033001,2,1,0.2
31236034001,1,5,0.8333333333333334
31236034001,2,1,0.16666666666666666
31240002001,1,1,0.3333333333333333
31240002001,2,1,0.3333333333333333
31240002001,5,1,0.3333333333333333
31244001001,1,3,0.375
31244001001,2,4,0.5
31244001001,5,1,0.125
31244002001,1,6,0.5
31244002001,2,3,0.25
31244002001,3,1,0.08333333333333333
31244002001,4,1,0.08333333333333333
31244002001,20,1,0.08333333333333333
31250003001,1,4,1.0
31251002001,1,1,1.0
31253001001,1,9,1.0
31253002001,1,4,0.5714285714285714
31253002001,2,2,0.2857142857142857
31253002001,4,1,0.14285714285714285
31253004001,1,2,0.4
31253004001,2,2,0.4
31253004001,3,1,0.2
31254001001,1,6,0.6666666666666666
31254001001,2,2,0.2222222222222222
31254001001,5,1,0.1111111111111111
31254009001,1,3,0.5
31254009001,2,1,0.16666666666666666
31254009001,3,2,0.3333333333333333
31254899001,1,1,0.3333333333333333
31254899001,2,1,0.3333333333333333
31254899001,5,1,0.3333333333333333
31255005001,1,4,0.5
31255005001,2,3,0.375
31255005001,5,1,0.125
31255006001,1,7,0.7777777777777778
31255006001,2,2,0.2222222222222222
31255010001,1,6,0.6
31255010001,2,2,0.2
31255010001,4,1,0.1
31255010001,6,1,0.1
31258003001,1,1,0.5
31258003001,2,1,0.5
31258006001,1,1,0.5
31258006001,2,1,0.5
31260001001,1,1,1.0
31264013001,1,1,1.0
31267002001,2,1,0.5
31267002001,6,1,0.5
31268003001,1,2,0.6666666666666666
31268003001,2,1,0.3333333333333333
31270006001,2,1,1.0
31270009001,3,1,1.0
31271003001,2,1,0.5
31271003001,3,1,0.5
31271016001,1,2,0.6666666666666666
31271016001,5,1,0.3333333333333333
31273002001,1,1,0.5
31273002001,5,1,0.5
31401023001,1,2,1.0
31403064001,1,4,1.0
31414020001,1,7,0.4666666666666667
31414020001,2,5,0.3333333333333333
31414020001,3,2,0.13333333333333333
31414020001,5,1,0.06666666666666667
31420001001,1,7,0.7
31420001001,2,2,0.2
31420001001,5,1,0.1
31420003001,1,4,0.8
31420003001,2,1,0.2
31420006001,2,24,0.8571428571428571
31420006001,4,4,0.14285714285714285
31420007001,1,6,1.0
31420009001,2,30,0.9090909090909091
31420009001,4,2,0.06060606060606061
31420009001,6,1,0.030303030303030304
31420014001,1,17,0.85
31420014001,2,3,0.15
31421003001,2,4,0.8
31421003001,8,1,0.2
31421011001,1,1,0.1
31421011001,2,6,0.6
31421011001,4,2,0.2
31421011001,6,1,0.1
31421022001,1,3,1.0
31421024001,1,3,0.42857142857142855
31421024001,2,1,0.14285714285714285
31421024001,3,1,0.14285714285714285
31421024001,4,1,0.14285714285714285
31421024001,6,1,0.14285714285714285
31421028001,1,7,0.7
31421028001,2,1,0.1
31421028001,3,1,0.1
31421028001,6,1,0.1
31421034001,1,3,0.5
31421034001,2,2,0.3333333333333333
31421034001,3,1,0.16666666666666666
31421035001,1,7,0.7777777777777778
31421035001,2,1,0.1111111111111111
31421035001,4,1,0.1111111111111111
31421038001,1,4,0.36363636363636365
31421038001,2,5,0.45454545454545453
31421038001,3,1,0.09090909090909091
31421038001,6,1,0.09090909090909091
31421039001,1,4,0.4444444444444444
31421039001,2,2,0.2222222222222222
31421039001,3,1,0.1111111111111111
31421039001,6,2,0.2222222222222222
31421040001,1,4,0.6666666666666666
31421040001,2,1,0.16666666666666666
31421040001,3,1,0.16666666666666666
31421041001,1,2,0.5
31421041001,3,1,0.25
31421041001,6,1,0.25
31421049001,1,2,1.0
31422001001,1,9,0.8181818181818182
31422001001,2,1,0.09090909090909091
31422001001,4,1,0.09090909090909091
31422002001,1,6,0.6
31422002001,2,3,0.3
31422002001,4,1,0.1
31422007001,2,4,0.4
31422007001,4,4,0.4
31422007001,6,2,0.2
31422008001,2,9,0.8181818181818182
31422008001,4,1,0.09090909090909091
31422008001,8,1,0.09090909090909091
31422011001,1,13,0.7647058823529411
31422011001,2,3,0.17647058823529413
31422011001,6,1,0.058823529411764705
31422013001,1,5,0.8333333333333334
31422013001,6,1,0.16666666666666666
31422014001,1,5,0.5555555555555556
31422014001,2,3,0.3333333333333333
31422014001,6,1,0.1111111111111111
31422016001,1,10,0.9090909090909091
31422016001,4,1,0.09090909090909091
31422017001,1,4,0.6666666666666666
31422017001,2,2,0.3333333333333333
31422018001,1,11,0.6470588235294118
31422018001,2,2,0.11764705882352941
31422018001,4,3,0.17647058823529413
31422018001,5,1,0.058823529411764705
31422019001,1,2,0.6666666666666666
31422019001,4,1,0.3333333333333333
31422021001,1,25,0.8928571428571429
31422021001,2,2,0.07142857142857142
31422021001,5,1,0.03571428571428571
31422022001,1,18,0.75
31422022001,2,5,0.20833333333333334
31422022001,4,1,0.041666666666666664
31422023001,1,13,0.6842105263157895
31422023001,2,2,0.10526315789473684
31422023001,4,3,0.15789473684210525
31422023001,6,1,0.05263157894736842
31422898001,2,6,0.6666666666666666
31422898001,6,2,0.2222222222222222
31422898001,8,1,0.1111111111111111
31422899001,1,1,1.0
31422900001,1,8,0.7272727272727273
31422900001,2,1,0.09090909090909091
31422900001,3,1,0.09090909090909091
31422900001,4,1,0.09090909090909091
31423001001,1,9,0.6428571428571429
31423001001,2,3,0.21428571428571427
31423001001,4,2,0.14285714285714285
31423003001,1,5,1.0
31423009001,1,3,0.5
31423009001,2,2,0.3333333333333333
31423009001,4,1,0.16666666666666666
31423010001,1,2,0.6666666666666666
31423010001,4,1,0.3333333333333333
31423011001,1,28,0.6086956521739131
31423011001,2,8,0.17391304347826086
31423011001,3,9,0.1956521739130435
31423011001,6,1,0.021739130434782608
31423013001,1,2,0.5
31423013001,2,2,0.5
31423019001,3,14,0.875
31423019001,6,1,0.0625
31423019001,9,1,0.0625
31423896001,1,9,0.9
31423896001,3,1,0.1
31423897001,1,8,1.0
31423898001,1,10,0.8333333333333334
31423898001,2,1,0.08333333333333333
31423898001,6,1,0.08333333333333333
31423899001,1,4,0.4444444444444444
31423899001,2,4,0.4444444444444444
31423899001,3,1,0.1111111111111111
31423902001,2,1,0.5
31423902001,6,1,0.5
31423903001,1,6,1.0
31424001001,1,19,0.8636363636363636
31424001001,2,1,0.045454545454545456
31424001001,3,2,0.09090909090909091
31424002001,1,20,0.5405405405405406
31424002001,2,9,0.24324324324324326
31424002001,3,4,0.10810810810810811
31424002001,4,1,0.02702702702702703
31424002001,5,1,0.02702702702702703
31424002001,6,2,0.05405405405405406
31425004001,1,12,0.9230769230769231
31425004001,2,1,0.07692307692307693
31425008001,1,11,0.5238095238095238
31425008001,2,8,0.38095238095238093
31425008001,4,2,0.09523809523809523
31425009001,1,30,0.5454545454545454
31425009001,2,10,0.18181818181818182
31425009001,3,2,0.03636363636363636
31425009001,4,2,0.03636363636363636
31425009001,5,3,0.05454545454545454
31425009001,6,6,0.10909090909090909
31425009001,10,1,0.01818181818181818
31425009001,24,1,0.01818181818181818
31425011001,1,1,0.5
31425011001,2,1,0.5
31426001001,1,5,0.45454545454545453
31426001001,2,4,0.36363636363636365
31426001001,3,1,0.09090909090909091
31426001001,4,1,0.09090909090909091
31437078001,1,2,1.0
31455002001,1,5,0.625
31455002001,2,3,0.375
31455003001,1,12,0.5217391304347826
31455003001,2,6,0.2608695652173913
31455003001,4,2,0.08695652173913043
31455003001,5,1,0.043478260869565216
31455003001,6,2,0.08695652173913043
31455014001,1,1,1.0
31455016001,1,2,0.6666666666666666
31455016001,4,1,0.3333333333333333
31462016001,2,2,1.0
31466156001,1,15,0.2727272727272727
31466156001,2,37,0.6727272727272727
31466156001,4,3,0.05454545454545454
31472025001,1,4,1.0
31473004001,1,3,1.0
31473013001,1,32,0.38095238095238093
31473013001,2,46,0.5476190476190477
31473013001,3,2,0.023809523809523808
31473013001,4,3,0.03571428571428571
31473013001,6,1,0.011904761904761904
31476039001,1,7,0.5833333333333334
31476039001,2,5,0.4166666666666667
31500003001,1,1,0.25
31500003001,2,2,0.5
31500003001,3,1,0.25
31500003002,1,3,0.75
31500003002,2,1,0.25
31500006001,1,12,0.1188118811881188
31500006001,2,67,0.6633663366336634
31500006001,3,2,0.019801980198019802
31500006001,4,9,0.0891089108910891
31500006001,5,1,0.009900990099009901
31500006001,6,10,0.09900990099009901
31500008001,1,2,0.6666666666666666
31500008001,2,1,0.3333333333333333
31500012001,1,2,0.3333333333333333
31500012001,2,4,0.6666666666666666
31500014001,2,25,0.6944444444444444
31500014001,4,5,0.1388888888888889
31500014001,6,6,0.16666666666666666
31500015001,1,1,0.022222222222222223
31500015001,2,34,0.7555555555555555
31500015001,4,5,0.1111111111111111
31500015001,6,5,0.1111111111111111
31500022004,1,16,0.64
31500022004,2,6,0.24
31500022004,3,1,0.04
31500022004,4,1,0.04
31500022004,6,1,0.04
31500024001,1,9,0.5294117647058824
31500024001,2,2,0.11764705882352941
31500024001,3,2,0.11764705882352941
31500024001,4,1,0.058823529411764705
31500024001,5,1,0.058823529411764705
31500024001,6,2,0.11764705882352941
31500025001,1,20,0.6896551724137931
31500025001,2,3,0.10344827586206896
31500025001,3,3,0.10344827586206896
31500025001,5,2,0.06896551724137931
31500025001,6,1,0.034482758620689655
31500025002,1,19,0.6129032258064516
31500025002,2,6,0.1935483870967742
31500025002,3,2,0.06451612903225806
31500025002,4,1,0.03225806451612903
31500025002,5,1,0.03225806451612903
31500025002,6,2,0.06451612903225806
31500025003,1,14,0.7777777777777778
31500025003,2,1,0.05555555555555555
31500025003,3,1,0.05555555555555555
31500025003,6,2,0.1111111111111111
31500026001,1,3,0.3333333333333333
31500026001,2,4,0.4444444444444444
31500026001,3,2,0.2222222222222222
31500029001,1,33,0.4583333333333333
31500029001,2,21,0.2916666666666667
31500029001,3,5,0.06944444444444445
31500029001,4,5,0.06944444444444445
31500029001,5,2,0.027777777777777776
31500029001,6,6,0.08333333333333333
31500030001,1,14,0.8235294117647058
31500030001,2,2,0.11764705882352941
31500030001,5,1,0.058823529411764705
31500032001,1,3,0.6
31500032001,2,1,0.2
31500032001,6,1,0.2
31500032002,1,5,0.7142857142857143
